1688,1498,1000
1688,1498,1500
1683,1493,1500
1678,1488,1500
1673,1483,1500
1668,1478,1500
1663,1472,1500
1658,1467,1500
1654,1462,1500
1649,1457,1500
1644,1452,1500
1639,1447,1500
1634,1442,1500
1629,1437,1500
1624,1432,1500
1619,1427,1500
1614,1422,1500
1609,1417,1500
1603,1411,1500
1598,1406,1500
1593,1401,1500
1588,1396,1500
1583,1391,1500
1578,1386,1500
1573,1381,1500
1568,1376,1500
1562,1371,1500
1557,1366,1500
1552,1361,1500
1547,1356,1500
1542,1351,1500
1537,1346,1500
1531,1341,1500
1526,1336,1500
1521,1332,1500
1523,1329,1500
1524,1327,1500
1526,1324,1500
1527,1322,1500
1529,1320,1500
1530,1317,1500
1532,1315,1500
1534,1313,1500
1535,1310,1500
1537,1308,1500
1538,1306,1500
1540,1303,1500
1541,1301,1500
1543,1298,1500
1544,1296,1500
1545,1294,1500
1547,1291,1500
1548,1289,1500
1550,1287,1500
1551,1284,1500
1552,1282,1500
1554,1279,1500
1555,1277,1500
1556,1275,1500
1558,1272,1500
1559,1270,1500
1560,1268,1500
1561,1265,1500
1562,1263,1500
1564,1261,1500
1565,1258,1500
1571,1265,1500
1578,1271,1500
1585,1278,1500
1591,1284,1500
1598,1290,1500
1605,1297,1500
1611,1303,1500
1618,1310,1500
1625,1316,1500
1631,1323,1500
1638,1329,1500
1645,1336,1500
1651,1342,1500
1658,1349,1500
1665,1355,1500
1671,1362,1500
1678,1368,1500
1684,1375,1500
1691,1381,1500
1698,1388,1500
1704,1394,1500
1711,1400,1500
1717,1407,1500
1724,1413,1500
1730,1420,1500
1737,1426,1500
1743,1433,1500
1750,1439,1500
1756,1445,1500
1762,1452,1500
1769,1458,1500
1766,1459,1500
1763,1459,1500
1760,1460,1500
1757,1461,1500
1754,1462,1500
1751,1462,1500
1749,1463,1500
1746,1464,1500
1743,1465,1500
1740,1466,1500
1737,1467,1500
1734,1468,1500
1731,1469,1500
1729,1470,1500
1726,1471,1500
1723,1472,1500
1720,1473,1500
1717,1474,1500
1715,1475,1500
1712,1476,1500
1709,1478,1500
1706,1479,1500
1704,1480,1500
1701,1481,1500
1698,1482,1500
1695,1483,1500
1693,1485,1500
1690,1486,1500
1687,1487,1500
1684,1488,1500
1682,1490,1500
1679,1491,1500
1674,1486,1500
1670,1481,1500
1665,1476,1500
1660,1470,1500
1655,1465,1500
1651,1460,1500
1646,1455,1500
1641,1450,1500
1636,1445,1500
1631,1439,1500
1626,1434,1500
1621,1429,1500
1617,1424,1500
1612,1419,1500
1607,1414,1500
1602,1408,1500
1597,1403,1500
1592,1398,1500
1587,1393,1500
1581,1388,1500
1576,1383,1500
1571,1378,1500
1566,1372,1500
1561,1367,1500
1556,1362,1500
1551,1357,1500
1546,1352,1500
1541,1347,1500
1535,1342,1500
1530,1337,1500
1532,1334,1500
1533,1331,1500
1534,1329,1500
1536,1326,1500
1537,1324,1500
1538,1321,1500
1540,1319,1500
1541,1316,1500
1542,1313,1500
1544,1311,1500
1545,1308,1500
1546,1306,1500
1547,1303,1500
1549,1300,1500
1550,1298,1500
1551,1295,1500
1552,1293,1500
1553,1290,1500
1554,1287,1500
1555,1285,1500
1556,1282,1500
1557,1279,1500
1558,1277,1500
1559,1274,1500
1560,1272,1500
1561,1269,1500
1562,1266,1500
1563,1264,1500
1564,1261,1500
1565,1258,1500
1571,1265,1500
1578,1271,1500
1585,1278,1500
1591,1284,1500
1598,1290,1500
1605,1297,1500
1611,1303,1500
1618,1310,1500
1625,1316,1500
1631,1323,1500
1638,1329,1500
1645,1336,1500
1651,1342,1500
1658,1349,1500
1665,1355,1500
1671,1362,1500
1678,1368,1500
1684,1375,1500
1691,1381,1500
1698,1388,1500
1704,1394,1500
1711,1400,1500
1717,1407,1500
1724,1413,1500
1730,1420,1500
1737,1426,1500
1743,1433,1500
1750,1439,1500
1756,1445,1500
1753,1446,1500
1751,1447,1500
1748,1448,1500
1746,1450,1500
1743,1451,1500
1740,1452,1500
1738,1453,1500
1735,1454,1500
1733,1455,1500
1730,1457,1500
1728,1458,1500
1725,1459,1500
1722,1460,1500
1720,1462,1500
1717,1463,1500
1715,1464,1500
1712,1466,1500
1709,1467,1500
1707,1469,1500
1704,1470,1500
1702,1471,1500
1699,1473,1500
1697,1474,1500
1694,1476,1500
1692,1477,1500
1689,1479,1500
1686,1480,1500
1684,1482,1500
1681,1483,1500
1676,1478,1500
1672,1473,1500
1667,1468,1500
1662,1463,1500
1657,1458,1500
1652,1453,1500
1647,1448,1500
1642,1443,1500
1637,1438,1500
1632,1433,1500
1627,1427,1500
1621,1422,1500
1616,1417,1500
1611,1412,1500
1606,1407,1500
1601,1402,1500
1596,1397,1500
1591,1392,1500
1586,1387,1500
1580,1382,1500
1575,1377,1500
1570,1372,1500
1565,1367,1500
1560,1362,1500
1554,1358,1500
1549,1353,1500
1544,1348,1500
1539,1343,1500
1539,1343,1000
