1686,1515,1000
1686,1515,1500
1681,1510,1500
1677,1505,1500
1672,1500,1500
1668,1496,1500
1663,1491,1500
1659,1486,1500
1654,1481,1500
1649,1476,1500
1645,1471,1500
1640,1466,1500
1635,1462,1500
1631,1457,1500
1626,1452,1500
1621,1447,1500
1616,1442,1500
1612,1437,1500
1607,1433,1500
1602,1428,1500
1597,1423,1500
1592,1418,1500
1587,1413,1500
1583,1408,1500
1578,1404,1500
1573,1399,1500
1568,1394,1500
1563,1389,1500
1558,1384,1500
1553,1380,1500
1548,1375,1500
1543,1370,1500
1538,1365,1500
1533,1361,1500
1529,1356,1500
1524,1351,1500
1519,1347,1500
1514,1342,1500
1509,1337,1500
1504,1333,1500
1499,1328,1500
1500,1326,1500
1502,1323,1500
1503,1321,1500
1505,1318,1500
1506,1316,1500
1508,1313,1500
1509,1311,1500
1511,1309,1500
1512,1306,1500
1513,1304,1500
1515,1301,1500
1516,1299,1500
1518,1296,1500
1519,1294,1500
1520,1291,1500
1522,1289,1500
1523,1286,1500
1524,1284,1500
1526,1282,1500
1527,1279,1500
1528,1277,1500
1530,1274,1500
1531,1272,1500
1532,1269,1500
1533,1267,1500
1534,1264,1500
1535,1262,1500
1537,1259,1500
1538,1257,1500
1539,1254,1500
1540,1252,1500
1541,1249,1500
1542,1247,1500
1543,1244,1500
1544,1242,1500
1545,1239,1500
1546,1237,1500
1547,1234,1500
1547,1232,1500
1548,1229,1500
1555,1236,1500
1562,1242,1500
1569,1249,1500
1576,1256,1500
1583,1262,1500
1589,1269,1500
1596,1276,1500
1603,1283,1500
1610,1289,1500
1617,1296,1500
1624,1303,1500
1631,1310,1500
1638,1316,1500
1645,1323,1500
1652,1330,1500
1659,1337,1500
1666,1343,1500
1673,1350,1500
1680,1357,1500
1686,1363,1500
1693,1370,1500
1700,1377,1500
1707,1384,1500
1714,1390,1500
1721,1397,1500
1728,1404,1500
1734,1410,1500
1741,1417,1500
1748,1423,1500
1755,1430,1500
1761,1437,1500
1768,1443,1500
1775,1450,1500
1781,1456,1500
1788,1463,1500
1794,1469,1500
1801,1476,1500
1807,1482,1500
1814,1489,1500
1820,1495,1500
1817,1495,1500
1813,1495,1500
1810,1495,1500
1806,1495,1500
1803,1496,1500
1799,1496,1500
1796,1496,1500
1792,1496,1500
1789,1497,1500
1785,1497,1500
1782,1498,1500
1779,1498,1500
1775,1499,1500
1772,1499,1500
1769,1500,1500
1765,1500,1500
1762,1501,1500
1759,1501,1500
1756,1502,1500
1752,1503,1500
1749,1503,1500
1746,1504,1500
1743,1505,1500
1739,1505,1500
1736,1506,1500
1733,1507,1500
1730,1508,1500
1727,1509,1500
1724,1509,1500
1721,1510,1500
1718,1511,1500
1715,1512,1500
1711,1513,1500
1708,1514,1500
1705,1515,1500
1702,1516,1500
1699,1517,1500
1696,1518,1500
1693,1519,1500
1693,1519,1000
