1782,1545,1300
1782,1545,1800
1784,1544,1800
1787,1542,1800
1790,1541,1800
1792,1540,1800
1795,1539,1800
1798,1537,1800
1800,1534,1800
1802,1530,1800
1803,1527,1800
1804,1523,1800
1804,1520,1800
1804,1516,1800
1804,1513,1800
1803,1509,1800
1802,1506,1800
1801,1502,1800
1800,1499,1800
1799,1495,1800
1797,1492,1800
1796,1488,1800
1794,1484,1800
1792,1481,1800
1790,1477,1800
1788,1474,1800
1786,1470,1800
1784,1466,1800
1782,1463,1800
1780,1459,1800
1777,1455,1800
1775,1452,1800
1772,1448,1800
1769,1444,1800
1767,1440,1800
1764,1437,1800
1761,1433,1800
1758,1429,1800
1755,1425,1800
1752,1421,1800
1749,1418,1800
1746,1414,1800
1743,1410,1800
1740,1406,1800
1737,1402,1800
1733,1399,1800
1730,1395,1800
1727,1391,1800
1723,1387,1800
1720,1383,1800
1716,1379,1800
1713,1376,1800
1709,1372,1800
1706,1368,1800
1702,1364,1800
1699,1360,1800
1695,1356,1800
1691,1353,1800
1688,1349,1800
1684,1345,1800
1680,1341,1800
1677,1337,1800
1673,1334,1800
1669,1330,1800
1666,1326,1800
1662,1323,1800
1658,1319,1800
1654,1315,1800
1650,1312,1800
1647,1308,1800
1643,1305,1800
1639,1301,1800
1635,1298,1800
1631,1294,1800
1628,1291,1800
1624,1287,1800
1620,1284,1800
1616,1281,1800
1612,1278,1800
1608,1274,1800
1605,1271,1800
1601,1268,1800
1597,1265,1800
1593,1262,1800
1589,1259,1800
1586,1257,1800
1582,1254,1800
1578,1251,1800
1574,1249,1800
1570,1246,1800
1566,1244,1800
1563,1242,1800
1559,1240,1800
1555,1237,1800
1551,1236,1800
1547,1234,1800
1543,1233,1800
1540,1231,1800
1536,1230,1800
1532,1229,1800
1528,1229,1800
1524,1229,1800
1519,1230,1800
1515,1231,1800
1513,1233,1800
1511,1235,1800
1509,1237,1800
1508,1239,1800
1506,1241,1800
1504,1243,1800
1502,1245,1800
1502,1245,1800
1502,1245,1800
1502,1249,1800
1502,1253,1800
1501,1256,1800
1501,1260,1800
1501,1264,1800
1500,1268,1800
1500,1271,1800
1501,1278,1800
1502,1284,1800
1503,1290,1800
1504,1295,1800
1506,1300,1800
1507,1305,1800
1509,1310,1800
1510,1314,1800
1512,1319,1800
1513,1323,1800
1515,1327,1800
1517,1331,1800
1518,1335,1800
1520,1338,1800
1522,1342,1800
1524,1346,1800
1525,1349,1800
1527,1353,1800
1529,1356,1800
1531,1359,1800
1533,1363,1800
1535,1366,1800
1537,1369,1800
1538,1372,1800
1540,1376,1800
1542,1379,1800
1544,1382,1800
1546,1385,1800
1548,1388,1800
1550,1391,1800
1552,1394,1800
1554,1396,1800
1556,1399,1800
1558,1402,1800
1561,1405,1800
1563,1408,1800
1565,1411,1800
1567,1413,1800
1569,1416,1800
1571,1419,1800
1573,1421,1800
1575,1424,1800
1578,1427,1800
1580,1429,1800
1582,1432,1800
1584,1434,1800
1587,1437,1800
1589,1439,1800
1591,1442,1800
1594,1444,1800
1596,1447,1800
1598,1449,1800
1601,1452,1800
1603,1454,1800
1606,1457,1800
1608,1459,1800
1610,1462,1800
1613,1464,1800
1615,1466,1800
1618,1469,1800
1621,1471,1800
1623,1473,1800
1626,1476,1800
1629,1478,1800
1631,1480,1800
1634,1483,1800
1637,1485,1800
1640,1487,1800
1642,1489,1800
1645,1492,1800
1648,1494,1800
1651,1496,1800
1654,1498,1800
1657,1500,1800
1660,1503,1800
1663,1505,1800
1667,1507,1800
1670,1509,1800
1673,1511,1800
1677,1513,1800
1680,1515,1800
1684,1518,1800
1687,1520,1800
1691,1522,1800
1695,1524,1800
1699,1526,1800
1703,1528,1800
1707,1530,1800
1711,1532,1800
1716,1534,1800
1721,1536,1800
1726,1538,1800
1731,1540,1800
1737,1542,1800
1744,1543,1800
1751,1545,1800
1755,1545,1800
1759,1545,1800
1763,1545,1800
1767,1546,1800
1771,1546,1800
1775,1546,1800
1775,1546,1300
